Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra optica,Wireless,Otros,Total,ADSL meta,Cablemodem meta,Fibra optica meta,Wireless meta,Otros meta,Total meta,Tecnologia Predominante
2021,4,Mendoza,59842,71553,109667,24666,1859,267587,93303,72671,71990,22247,844,261057,Fibra optica
2022,1,Mendoza,49464,74145,123228,26969,1379,275185,61038,72984,111860,25159,1896,272938,Fibra optica
2022,2,Mendoza,37663,77504,135504,26964,1927,279562,50453,75627,125692,27508,1406,280688,Fibra optica
2022,3,Mendoza,37659,78858,142615,27625,2766,289523,38416,79054,138214,27503,1965,285153,Fibra optica
2022,4,Mendoza,37655,77814,147080,27607,1948,292104,38412,80435,145467,28177,2821,295313,Fibra optica
2023,1,Mendoza,37646,73678,152534,27592,1569,293019,38408,79370,150021,28159,1986,297946,Fibra optica
2023,2,Mendoza,25299,71931,171857,27609,980,297676,38398,75151,155584,28143,1600,298879,Fibra optica
2023,3,Mendoza,17677,73066,178719,27609,951,298022,25804,73369,175294,28161,999,303629,Fibra optica
2023,4,Mendoza,17676,70920,182220,27609,926,299351,18030,74527,182293,28161,970,303982,Fibra optica
2024,1,Mendoza,17674,70932,185460,27606,925,302597,18029,72338,185864,28161,944,305338,Fibra optica
2024,2,Mendoza,17671,66636,188815,27606,925,301653,18027,72350,189169,28158,943,308648,Fibra optica
2014,1,Misiones,56597,17191,4,150,8,73950,0,0,0,0,0,0,ADSL
2014,2,Misiones,56933,17594,4,150,8,74689,57728,17534,4,153,8,75429,ADSL
2014,3,Misiones,56933,18373,4,3,14,75327,58071,17945,4,153,8,76182,ADSL
2014,4,Misiones,58435,18613,16,150,15,77229,58071,18740,4,3,14,76833,ADSL
2015,1,Misiones,58262,26836,30,5,13,85146,59603,18985,16,153,15,78773,ADSL
2015,2,Misiones,59179,29283,37,5,15,88519,59427,27372,30,5,13,86848,ADSL
2015,3,Misiones,59921,31635,46,5,15,91622,60362,29868,37,5,15,90289,ADSL
2015,4,Misiones,60252,32533,48,5,15,92853,61119,32267,46,5,15,93454,ADSL
2016,1,Misiones,59538,33330,70,5,15,92958,61457,33183,48,5,15,94710,ADSL
2016,2,Misiones,59573,36145,77,5,15,95815,60728,33996,71,5,15,94817,ADSL
2016,3,Misiones,59776,38130,79,5,7,97997,60764,36867,78,5,15,97731,ADSL
2016,4,Misiones,57983,39294,100,5,8,97390,60971,38892,80,5,7,99956,ADSL
2017,1,Misiones,57363,40142,101,5,8,97619,59142,40079,102,5,8,99337,ADSL
2017,2,Misiones,56752,42925,103,5,9,99794,58510,40944,103,5,8,99571,ADSL
2017,3,Misiones,56472,43880,110,5,9,100476,57887,43783,105,5,9,101789,ADSL
2017,4,Misiones,56271,47470,95,5,54,103895,57601,44757,112,5,9,102485,ADSL
2018,1,Misiones,56311,46880,328,5,56,103580,57396,48419,96,5,55,105972,ADSL
2018,2,Misiones,57265,47923,512,391,56,106147,57437,47817,334,5,57,105651,ADSL
2018,3,Misiones,56290,50793,512,391,56,108042,58410,48881,522,398,57,108269,ADSL
2018,4,Misiones,55500,53673,465,426,6209,116273,57415,51808,522,398,57,110202,ADSL
2019,1,Misiones,54898,59214,465,426,7717,122720,56610,54746,474,434,6333,118598,Cablemodem
2019,2,Misiones,55373,64272,543,421,12269,132878,55995,60398,474,434,7871,125174,Cablemodem
2019,3,Misiones,54493,65872,829,419,12270,133883,56480,65557,553,429,12514,135535,Cablemodem
2019,4,Misiones,53116,69676,847,441,11733,135813,55582,67189,845,427,12515,136560,Cablemodem
2020,1,Misiones,51458,69452,1220,460,10962,133552,54178,71069,863,449,11967,138529,Cablemodem
2020,2,Misiones,50792,74497,2579,3319,9153,140340,52487,70841,1244,469,11181,136223,Cablemodem
2020,3,Misiones,50195,77989,2572,3445,8985,143186,51807,75986,2630,3385,9336,143146,Cablemodem
2020,4,Misiones,49462,79855,6589,4359,6896,147161,51198,79548,2623,3513,9164,146049,Cablemodem
2021,1,Misiones,48292,82339,7064,4796,6896,149387,50451,81452,6720,4446,7033,150104,Cablemodem
2021,2,Misiones,44960,87861,10376,5317,7662,156176,49257,83985,7205,4891,7033,152374,Cablemodem
2021,3,Misiones,43230,89469,10969,7198,7662,158528,45859,89618,10583,5423,7815,159299,Cablemodem
2021,4,Misiones,41778,92068,22035,7649,7602,171132,44094,91258,11188,7341,7815,161698,Cablemodem
2022,1,Misiones,39147,91752,25178,7807,7624,171508,42613,93909,22475,7801,7754,174554,Cablemodem
2022,2,Misiones,37208,89260,33649,11074,7622,178813,39929,93587,25681,7963,7776,174938,Cablemodem
2022,3,Misiones,35513,88902,39046,11074,7622,182157,37952,91045,34321,11295,7774,182389,Cablemodem
2022,4,Misiones,33204,87202,46885,11075,7903,186269,36223,90680,39826,11295,7774,185800,Cablemodem
2023,1,Misiones,30455,82834,56619,12896,7881,190685,33868,88946,47822,11296,8061,189994,Cablemodem
2023,2,Misiones,28897,82058,64406,12927,7183,195471,31064,84490,57751,13153,8038,194498,Cablemodem
2023,3,Misiones,27934,79087,70003,12928,7183,197135,29474,83699,65694,13185,7326,199380,Cablemodem
2023,4,Misiones,25840,79000,75382,12928,7183,200333,28492,80668,71403,13186,7326,201077,Cablemodem
2024,1,Misiones,23217,77561,81498,13378,6902,202556,26356,80580,76889,13186,7326,204339,Fibra optica
2024,2,Misiones,20868,76427,87389,14968,6902,206554,23681,79112,83127,13645,7040,206607,Fibra optica
2014,1,Neuquén,47790,28161,997,10381,3051,90380,0,0,0,0,0,0,ADSL
2014,2,Neuquén,47767,29776,997,10765,2983,92288,48745,28724,1016,10588,3112,92187,ADSL
2014,3,Neuquén,54458,30964,1000,12858,3087,102367,48722,30371,1016,10980,3042,94133,ADSL
2014,4,Neuquén,47721,31778,1014,11853,3030,95396,55547,31583,1020,13115,3148,104414,ADSL
2015,1,Neuquén,47518,32152,1024,12088,2960,95742,48675,32413,1034,12090,3090,97303,ADSL
2015,2,Neuquén,47078,34183,1044,12781,2799,97885,48468,32795,1044,12329,3019,97656,ADSL
2015,3,Neuquén,47102,36620,1045,13051,2798,100616,48019,34866,1064,13036,2854,99842,ADSL
2015,4,Neuquén,51680,38902,1048,12934,2852,107416,48044,37352,1065,13312,2853,102628,ADSL
2016,1,Neuquén,51702,36122,1085,12502,2850,104261,52713,39680,1068,13192,2909,109564,ADSL
2016,2,Neuquén,51742,42370,1088,12466,2849,110515,52736,36844,1106,12752,2907,106346,ADSL
2016,3,Neuquén,51752,44739,1093,12402,2617,112603,52776,43217,1109,12715,2905,112725,ADSL
2016,4,Neuquén,51742,46389,1124,11910,2670,113835,52787,45633,1114,12650,2669,114855,ADSL
2017,1,Neuquén,51771,48109,1124,11665,2670,115339,52776,47316,1146,12148,2723,116111,ADSL
2017,2,Neuquén,51794,50283,1133,11545,2678,117433,52806,49071,1146,11898,2723,117645,ADSL
2017,3,Neuquén,48001,52468,1044,11576,2695,115784,52829,51288,1155,11775,2731,119781,Cablemodem
2017,4,Neuquén,46739,54119,1017,12404,2692,116971,48961,53517,1064,11807,2748,118099,Cablemodem
2018,1,Neuquén,46714,55072,1000,12404,2713,117903,47673,55201,1037,12652,2745,119310,Cablemodem
2018,2,Neuquén,46633,52855,998,12649,2713,115848,47648,56173,1020,12652,2767,120261,Cablemodem
2018,3,Neuquén,46602,54129,998,12277,2712,116718,47565,53912,1017,12901,2767,118164,Cablemodem
2018,4,Neuquén,40747,55634,3115,12425,2444,114365,47534,55211,1017,12522,2766,119052,Cablemodem
2019,1,Neuquén,40747,55634,3114,12510,2372,114377,41561,56746,3177,12673,2492,116652,Cablemodem
2019,2,Neuquén,43420,59021,4983,12792,2737,122953,41561,56746,3176,12760,2419,116664,Cablemodem
2019,3,Neuquén,43347,60484,5560,13512,2518,125421,44288,60201,5082,13047,2791,125412,Cablemodem
2019,4,Neuquén,29826,60970,10549,14246,854,116445,44213,61693,5671,13782,2568,127929,Cablemodem
2020,1,Neuquén,29305,65951,11031,14711,729,121727,30422,62189,10759,14530,871,118773,Cablemodem
2020,2,Neuquén,30256,67990,11037,15755,1134,126172,29891,67270,11251,15005,743,124161,Cablemodem
2020,3,Neuquén,30222,70446,11043,16787,737,129235,30861,69349,11257,16070,1156,128695,Cablemodem
2020,4,Neuquén,30468,70614,13732,17689,632,133135,30826,71854,11263,17122,751,131819,Cablemodem
2021,1,Neuquén,30223,70457,14171,17752,632,133235,31077,72026,14006,18042,644,135797,Cablemodem
2021,2,Neuquén,30083,72690,15619,19218,640,138250,30827,71866,14454,18107,644,135899,Cablemodem
2021,3,Neuquén,29650,73794,16455,19270,640,139809,30684,74143,15931,19602,652,141015,Cablemodem
2021,4,Neuquén,29175,72761,23253,21531,746,147466,30243,75269,16784,19655,652,142605,Cablemodem
2022,1,Neuquén,28443,73200,24193,23098,745,149679,29758,74216,23718,21961,760,150415,Cablemodem
2022,2,Neuquén,29749,74905,28824,27371,1119,161968,29011,74664,24676,23559,759,152672,Cablemodem
2022,3,Neuquén,29352,75815,29396,27482,1116,163161,30343,76403,29400,27918,1141,165207,Cablemodem
2022,4,Neuquén,28609,72679,31567,23815,3510,160180,29939,77331,29983,28031,1138,166424,Cablemodem
2023,1,Neuquén,28030,72639,32296,23937,3510,160412,29181,74132,32198,24291,3580,163383,Cablemodem
2023,2,Neuquén,26379,73040,35171,24046,3110,161746,28590,74091,32941,24415,3580,163620,Cablemodem
2023,3,Neuquén,24527,73329,39243,24085,3089,164273,26906,74500,35874,24526,3172,164980,Cablemodem
2023,4,Neuquén,24122,73784,41583,24390,748,164627,25017,74795,40027,24566,3150,167558,Cablemodem
2024,1,Neuquén,24076,73298,41577,24387,908,164246,24604,75259,42414,24877,762,167919,Cablemodem
2024,2,Neuquén,23553,72698,41784,24549,958,163542,24557,74763,42408,24874,926,167530,Cablemodem
2014,1,Río Negro,64886,24156,876,3576,1572,95066,0,0,0,0,0,0,ADSL
2014,2,Río Negro,64920,24944,876,3657,1560,95957,66183,24639,893,3647,1603,96967,ADSL
2014,3,Río Negro,65264,26590,888,3533,1505,97780,66218,25442,893,3730,1591,97876,ADSL
2014,4,Río Negro,66307,23703,901,3819,1530,96260,66569,27121,905,3603,1535,99735,ADSL
2015,1,Río Negro,66274,25217,907,3473,1462,97333,67633,24177,919,3895,1560,98185,ADSL
2015,2,Río Negro,66738,26268,916,3457,1348,98727,67599,25721,925,3542,1491,99279,ADSL
2015,3,Río Negro,66806,27130,917,3415,1346,99614,68072,26793,934,3526,1374,100701,ADSL
2015,4,Río Negro,66851,27221,915,3407,1328,99722,68142,27672,935,3483,1372,101606,ADSL
2016,1,Río Negro,66894,27312,937,3341,1338,99822,68188,27765,933,3475,1354,101716,ADSL
2016,2,Río Negro,67031,28100,939,3300,1334,100704,68231,27858,955,3407,1364,101818,ADSL
2016,3,Río Negro,67043,28496,942,3293,1252,101026,68371,28662,957,3366,1360,102718,ADSL
2016,4,Río Negro,67057,28474,954,3274,1261,101020,68383,29065,960,3358,1277,103046,ADSL
2017,1,Río Negro,67075,28785,954,3213,1261,101288,68398,29043,973,3339,1286,103040,ADSL
2017,2,Río Negro,67038,29147,961,3213,1260,101619,68416,29360,973,3277,1286,103313,ADSL
2017,3,Río Negro,69301,30018,1106,3054,4017,107496,68378,29729,980,3277,1285,103651,ADSL
2017,4,Río Negro,68690,30451,1250,4259,5114,109764,70687,30618,1128,3115,4097,109645,ADSL
2018,1,Río Negro,68769,31712,1251,4259,5128,111119,70063,31060,1275,4344,5216,111959,ADSL
2018,2,Río Negro,68667,32795,1252,4396,5125,112235,70144,32346,1276,4344,5230,113341,ADSL
2018,3,Río Negro,68590,33474,1252,5051,5125,113492,70040,33450,1277,4483,5227,114479,ADSL
2018,4,Río Negro,68377,34292,1299,8037,4832,116837,69961,34143,1277,5152,5227,115761,ADSL
2019,1,Río Negro,68377,34124,3994,9736,4857,121088,69744,34977,1324,8197,4928,119173,ADSL
2019,2,Río Negro,67841,36527,4037,10485,19657,138547,69744,34806,4073,9930,4954,123509,ADSL
2019,3,Río Negro,67478,37425,9739,10806,18847,144295,69197,37257,4117,10694,20050,141317,ADSL
2019,4,Río Negro,49747,37933,9658,11437,18365,127140,68827,38173,9933,11022,19223,147180,ADSL
2020,1,Río Negro,47756,38479,10381,11222,18362,126200,50741,38691,9851,11665,18732,129682,ADSL
2020,2,Río Negro,49756,39650,10382,11331,18367,129486,48711,39248,10588,11446,18729,128724,ADSL
2020,3,Río Negro,49530,40001,10381,13187,18368,131467,50751,40443,10589,11557,18734,132075,ADSL
2020,4,Río Negro,48991,42022,17826,13994,18377,141210,50520,40801,10588,13450,18735,134096,ADSL
2021,1,Río Negro,48777,42192,17828,13994,18377,141168,49970,42862,18182,14273,18744,144034,ADSL
2021,2,Río Negro,48189,43761,18727,15031,18376,144084,49752,43035,18184,14273,18744,143991,ADSL
2021,3,Río Negro,47934,44519,18725,15031,18376,144585,49152,44636,19101,15331,18743,146965,ADSL
2021,4,Río Negro,42037,44495,32212,16558,18451,153753,48892,45409,19099,15331,18743,147476,Cablemodem
2022,1,Río Negro,38662,45366,38037,16815,18494,157374,42877,45384,32856,16889,18820,156828,Cablemodem
2022,2,Río Negro,36050,47040,40946,16760,18968,159764,39435,46273,38797,17151,18863,160521,Cablemodem
2022,3,Río Negro,35552,48260,41017,16760,18969,160558,36771,47980,41764,17095,19347,162959,Cablemodem
2022,4,Río Negro,34043,48401,43958,16277,19413,162092,36263,49225,41837,17095,19348,163769,Cablemodem
2023,1,Río Negro,33604,49128,45329,16857,19413,164331,34723,49369,44837,16602,19801,165333,Cablemodem
2023,2,Río Negro,26390,49684,53325,16864,17116,163379,34276,50110,46235,17194,19801,167617,Fibra optica
2023,3,Río Negro,22422,50429,56668,16864,17102,163485,26917,50677,54391,17201,17458,166646,Fibra optica
2023,4,Río Negro,21192,49789,64323,17284,15829,168417,22870,51437,57801,17201,17444,166754,Fibra optica
2024,1,Río Negro,20841,49727,66889,17733,15829,171019,21615,50784,65609,17629,16145,171785,Fibra optica
2024,2,Río Negro,20771,49722,67636,18083,15829,172041,21257,50721,68226,18087,16145,174439,Fibra optica
2014,1,Salta,73131,17538,45,8,568,91290,0,0,0,0,0,0,ADSL
2014,2,Salta,73841,17504,45,7,577,91974,74593,17888,45,8,579,93115,ADSL
2014,3,Salta,73828,18394,43,109,580,92954,75317,17854,45,7,588,93813,ADSL
2014,4,Salta,76026,17289,48,6,578,93947,75304,18761,43,111,591,94813,ADSL
2015,1,Salta,76280,19781,47,129,574,96811,77546,17634,48,6,589,95825,ADSL
2015,2,Salta,77214,20297,47,129,580,98267,77805,20176,47,131,585,98747,ADSL
2015,3,Salta,78064,21688,47,129,645,100573,78758,20702,47,131,591,100232,ADSL
2015,4,Salta,78744,22446,47,129,554,101920,79625,22121,47,131,657,102584,ADSL
2016,1,Salta,78973,22741,73,132,507,102426,80318,22894,47,131,565,103958,ADSL
2016,2,Salta,79438,24719,85,151,539,104932,80552,23195,74,134,517,104474,ADSL
2016,3,Salta,80866,26113,90,157,565,107791,81026,25213,86,154,549,107030,ADSL
2016,4,Salta,79389,26657,110,158,621,106935,82483,26635,91,160,576,109946,ADSL
2017,1,Salta,79837,26845,114,158,679,107633,80976,27190,112,161,633,109073,ADSL
2017,2,Salta,80184,27280,115,158,804,108541,81433,27381,116,161,692,109785,ADSL
2017,3,Salta,80782,50284,127,158,1167,132518,81787,27825,117,161,820,110711,ADSL
2017,4,Salta,80705,50446,127,158,1376,132812,82397,51289,129,161,1190,135168,ADSL
2018,1,Salta,79936,51534,118,204,1391,133183,82319,51454,129,161,1403,135468,ADSL
2018,2,Salta,78386,53478,678,234,1391,134167,81534,52564,120,208,1418,135846,ADSL
2018,3,Salta,76600,53980,678,234,1391,132883,79953,54547,691,238,1418,136850,ADSL
2018,4,Salta,74295,57539,638,253,1853,134578,78132,55059,691,238,1418,135540,ADSL
2019,1,Salta,74426,57933,647,1135,1879,136020,75780,58689,650,258,1890,137269,ADSL
2019,2,Salta,68827,62343,725,1210,9463,142568,75914,59091,659,1157,1916,138740,ADSL
2019,3,Salta,65799,74329,733,1580,9394,151835,70203,63589,739,1234,9652,145419,Cablemodem
2019,4,Salta,63272,76062,21865,3040,8206,172445,67114,75815,747,1611,9581,154871,Cablemodem
2020,1,Salta,60426,75593,23025,4125,7212,170381,64537,77583,22302,3100,8370,175893,Cablemodem
2020,2,Salta,59502,81740,24289,5123,7108,177762,61634,77104,23485,4207,7356,173788,Cablemodem
2020,3,Salta,58216,84128,25445,5764,7293,180846,60692,83374,24774,5225,7250,181317,Cablemodem
2020,4,Salta,56659,87817,30604,5858,6452,187390,59380,85810,25953,5879,7438,184462,Cablemodem
2021,1,Salta,54768,89187,31498,5669,6452,187574,57792,89573,31216,5975,6581,191137,Cablemodem
2021,2,Salta,51396,96016,32050,5724,6453,191639,55863,90970,32127,5782,6581,191325,Cablemodem
2021,3,Salta,49212,98318,36126,5724,6453,195833,52423,97936,32691,5838,6582,195471,Cablemodem
2021,4,Salta,46972,99808,39555,5882,7188,199405,50196,100284,36848,5838,6582,199749,Cablemodem
2022,1,Salta,44714,98667,40994,5950,7190,197515,47911,101804,40346,5999,7331,203393,Cablemodem
2022,2,Salta,42665,96178,47076,10068,7190,203177,45608,100640,41813,6069,7333,201465,Cablemodem
2022,3,Salta,40006,96984,50254,10082,7215,204541,43518,98101,48017,10269,7333,207240,Cablemodem
2022,4,Salta,36939,97023,53470,11884,6544,205860,40806,98923,51259,10283,7359,208631,Cablemodem
2023,1,Salta,33427,96922,56259,12269,6549,205426,37677,98963,54539,12121,6674,209977,Cablemodem
2023,2,Salta,30666,97501,58275,12337,6549,205328,34095,98860,57384,12514,6679,209534,Cablemodem
2023,3,Salta,29113,98324,59914,12337,6545,206233,31279,99451,59440,12583,6679,209434,Cablemodem
2023,4,Salta,26765,98853,60800,11806,6508,204732,29695,100290,61112,12583,6675,210357,Cablemodem
2024,1,Salta,23858,99150,61543,11807,6503,202861,27300,100830,62016,12042,6638,208826,Cablemodem
2024,2,Salta,19831,98511,64689,11807,6503,201341,24335,101133,62773,12043,6633,206918,Cablemodem
2014,1,San Juan,48161,434,722,808,1173,51298,0,0,0,0,0,0,ADSL
2014,2,San Juan,48161,451,722,1139,1173,51646,49124,442,736,824,1196,52323,ADSL
2014,3,San Juan,48272,451,731,1199,1126,51779,49124,460,736,1161,1196,52678,ADSL
2014,4,San Juan,48653,451,740,1202,1073,52119,49237,460,745,1222,1148,52814,ADSL
2015,1,San Juan,48441,451,755,1165,1007,51819,49626,460,754,1226,1094,53161,ADSL
2015,2,San Juan,48670,451,770,1189,908,51988,49409,460,770,1188,1027,52855,ADSL
2015,3,San Juan,48670,451,770,1231,908,52030,49643,460,785,1212,926,53027,ADSL
2015,4,San Juan,48670,451,770,1230,908,52029,49643,460,785,1255,926,53070,ADSL
2016,1,San Juan,48670,451,770,1195,908,51994,49643,460,785,1254,926,53069,ADSL
2016,2,San Juan,48670,451,770,1214,908,52013,49643,460,785,1218,926,53033,ADSL
2016,3,San Juan,48670,451,770,1174,903,51968,49643,460,785,1238,926,53053,ADSL
2016,4,San Juan,48670,451,772,1121,907,51921,49643,460,785,1197,921,53007,ADSL
2017,1,San Juan,48670,451,772,1073,907,51873,49643,460,787,1143,925,52959,ADSL
2017,2,San Juan,48670,451,772,1073,915,51881,49643,460,787,1094,925,52910,ADSL
2017,3,San Juan,54499,5068,816,1053,1013,62449,49643,460,787,1094,933,52918,ADSL
2017,4,San Juan,54079,451,812,2246,1036,58624,55588,5169,832,1074,1033,63697,ADSL
2018,1,San Juan,54080,5068,826,2246,1048,63268,55160,460,828,2290,1056,59796,ADSL
2018,2,San Juan,54080,5068,826,3079,1048,64101,55161,5169,842,2290,1068,64533,ADSL
2018,3,San Juan,54025,5838,826,2744,1048,64481,55161,5169,842,3140,1068,65383,ADSL
2018,4,San Juan,51660,5838,806,2883,1211,62398,55105,5954,842,2798,1068,65770,ADSL
2019,1,San Juan,51660,5838,808,2932,1207,62445,52693,5954,822,2940,1235,63645,ADSL
2019,2,San Juan,51680,7425,1174,2870,6876,70025,52693,5954,824,2990,1231,63693,ADSL
2019,3,San Juan,51670,7425,1227,7241,5535,73098,52713,7573,1197,2927,7013,71425,ADSL
2019,4,San Juan,41360,6338,4931,7241,5104,64974,52703,7573,1251,7385,5645,74559,ADSL
2020,1,San Juan,40092,6448,5508,7082,5101,64231,42187,6464,5029,7385,5206,66273,ADSL
2020,2,San Juan,40092,8275,5509,7019,8882,69777,40893,6576,5618,7223,5203,65515,ADSL
2020,3,San Juan,40092,9223,5509,14023,8480,77327,40893,8440,5619,7159,9059,71172,ADSL
2020,4,San Juan,40072,7004,6599,10468,8453,72596,40893,9407,5619,14303,8649,78873,ADSL
2021,1,San Juan,40072,11589,6671,11482,8453,78267,40873,7144,6730,10677,8622,74047,ADSL
2021,2,San Juan,40072,12369,6673,11372,8447,78933,40873,11820,6804,11711,8622,79832,ADSL
2021,3,San Juan,40072,12922,6670,11372,8447,79483,40873,12616,6806,11599,8615,80511,ADSL
2021,4,San Juan,35868,13102,11072,11423,8493,79958,40873,13180,6803,11599,8615,81072,ADSL
2022,1,San Juan,34038,14449,11294,20723,7674,88178,36585,13364,11293,11651,8662,81557,ADSL
2022,2,San Juan,38570,19734,12328,21859,7916,100407,34718,14737,11519,21137,7827,89941,ADSL
2022,3,San Juan,38570,22723,12328,21860,7918,103399,39341,20128,12574,22296,8074,102415,ADSL
2022,4,San Juan,38570,22913,12491,21912,7940,103826,39341,23177,12574,22297,8076,105466,ADSL
2023,1,San Juan,38568,21215,12798,21912,7274,101767,39341,23371,12740,22350,8098,105902,ADSL
2023,2,San Juan,21483,20200,25217,23545,7004,97449,39339,21639,13053,22350,7419,103802,Fibra optica
2023,3,San Juan,12669,19376,42383,22317,6985,103730,21912,20604,25721,24015,7144,99397,Fibra optica
2023,4,San Juan,12669,18543,42691,22351,6956,103210,12922,19763,43230,22763,7124,105804,Fibra optica
2024,1,San Juan,12669,18543,44904,23594,6956,106666,12922,18913,43544,22798,7095,105274,Fibra optica
2024,2,San Juan,12669,16978,45792,23594,6957,105990,12922,18913,45802,24065,7095,108799,Fibra optica
2014,1,San Luis,11306,428,354,21,448,12557,0,0,0,0,0,0,ADSL
2014,2,San Luis,11306,925,354,22,448,13055,11532,436,361,21,456,12808,ADSL
2014,3,San Luis,11303,925,355,25,438,13046,11532,943,361,22,456,13316,ADSL
2014,4,San Luis,11419,926,355,24,423,13147,11529,943,362,25,446,13306,ADSL
2015,1,San Luis,11414,1025,351,30,412,13232,11647,944,362,24,431,13409,ADSL
2015,2,San Luis,11432,1025,354,33,377,13221,11642,1045,358,30,420,13496,ADSL
2015,3,San Luis,11432,1025,354,31,377,13219,11660,1045,361,33,384,13485,ADSL
2015,4,San Luis,11432,1025,354,30,377,13218,11660,1045,361,31,384,13483,ADSL
2016,1,San Luis,11432,1042,354,27,377,13232,11660,1045,361,30,384,13482,ADSL
2016,2,San Luis,11432,1063,354,30,377,13256,11660,1062,361,27,384,13496,ADSL
2016,3,San Luis,11432,1113,354,23,371,13293,11660,1084,361,30,384,13521,ADSL
2016,4,San Luis,11432,1120,354,26,375,13307,11660,1135,361,23,378,13558,ADSL
2017,1,San Luis,11432,1120,354,26,375,13307,11660,1142,361,26,382,13573,ADSL
2017,2,San Luis,11432,1120,354,26,375,13307,11660,1142,361,26,382,13573,ADSL
2017,3,San Luis,11407,7576,347,26,2363,21719,11660,1142,361,26,382,13573,ADSL
2017,4,San Luis,11104,1119,335,17,2329,14904,11635,7727,353,26,2410,22153,ADSL
2018,1,San Luis,11104,7594,368,16,2314,21396,11326,1141,341,17,2375,15202,ADSL
2018,2,San Luis,11104,7666,368,16,2314,21468,11326,7745,375,16,2360,21823,ADSL
2018,3,San Luis,11096,7784,368,52859,2314,74421,11326,7819,375,16,2360,21897,Wireless
2018,4,San Luis,11108,7784,378,53097,23964,96331,11317,7939,375,53916,2360,75909,Wireless
2019,1,San Luis,11108,7784,378,53097,23968,96335,11330,7939,385,54158,24443,98257,Wireless
2019,2,San Luis,11130,10298,347,57242,38368,117385,11330,7939,385,54158,24447,98261,Wireless
2019,3,San Luis,13037,10561,350,62286,36466,122700,11352,10503,353,58386,39135,119732,Wireless
2019,4,San Luis,8569,8027,6,55266,36333,108201,13297,10772,357,63531,37195,125154,Wireless
2020,1,San Luis,8301,7612,5,58301,36333,110552,8740,8187,6,56371,37059,110365,Wireless
2020,2,San Luis,8401,8357,6,60935,36253,113952,8467,7764,5,59467,37059,112763,Wireless
2020,3,San Luis,8401,10077,6,61828,36253,116565,8569,8524,6,62153,36978,116231,Wireless
2020,4,San Luis,8417,11767,27,63019,36205,119435,8569,10278,6,63064,36978,118896,Wireless
2021,1,San Luis,8417,10678,28,63826,36205,119154,8585,12002,27,64279,36929,121823,Wireless
2021,2,San Luis,8417,11308,28,66860,36205,122818,8585,10891,28,65102,36929,121537,Wireless
2021,3,San Luis,8417,11884,27,68856,28680,117864,8585,11534,28,68197,36929,125274,Wireless
2021,4,San Luis,8472,11064,30,70560,28723,118849,8585,12121,27,70233,29253,120221,Wireless
2022,1,San Luis,7987,11296,31,71809,28721,119844,8641,11285,30,71971,29297,121225,Wireless
2022,2,San Luis,6860,29034,248,70614,14985,121741,8146,11521,31,73245,29295,122240,Wireless
2022,3,San Luis,6860,29363,248,70614,14985,122070,6997,29614,252,72026,15284,124175,Wireless
2022,4,San Luis,6283,43460,3409,81557,511,135220,6997,29950,252,72026,15284,124511,Wireless
2023,1,San Luis,6283,42789,6952,78954,485,135463,6408,44329,3477,83188,521,137924,Wireless
2023,2,San Luis,4937,41949,15595,77960,307,140748,6408,43644,7091,80533,494,138172,Wireless
2023,3,San Luis,4037,41624,24525,78431,299,148916,5035,42787,15906,79519,313,143562,Wireless
2023,4,San Luis,4037,41260,30135,78954,299,154685,4117,42456,25015,79999,304,151894,Wireless
2024,1,San Luis,4038,41260,31539,78954,299,156090,4117,42085,30737,80533,304,157778,Wireless
2024,2,San Luis,4038,40063,34255,78954,299,157609,4118,42085,32169,80533,304,159211,Wireless
2014,1,Santa Cruz,18927,100,381,4092,3264,26764,0,0,0,0,0,0,ADSL
2014,2,Santa Cruz,18956,448,381,4118,3266,27169,19305,102,388,4173,3329,27299,ADSL
2014,3,Santa Cruz,17862,492,385,4273,3098,26110,19335,456,388,4200,3331,27712,ADSL
2014,4,Santa Cruz,17553,448,388,4395,2929,25713,18219,501,392,4358,3159,26632,ADSL
2015,1,Santa Cruz,16215,2700,392,4772,2562,26641,17904,456,395,4482,2987,26227,ADSL
2015,2,Santa Cruz,15343,2707,396,4917,2400,25763,16539,2754,399,4867,2613,27173,ADSL
2015,3,Santa Cruz,15540,2718,396,5226,2391,26271,15649,2761,403,5015,2448,26278,ADSL
2015,4,Santa Cruz,15614,2723,396,5261,2409,26403,15850,2772,403,5330,2438,26796,ADSL
2016,1,Santa Cruz,15654,2723,396,5088,2426,26287,15926,2777,403,5366,2457,26931,ADSL
2016,2,Santa Cruz,15453,2722,396,4996,2586,26153,15967,2777,403,5189,2474,26812,ADSL
2016,3,Santa Cruz,15570,2722,817,4978,2170,26257,15762,2776,403,5095,2637,26676,ADSL
2016,4,Santa Cruz,15607,2722,1055,4823,2257,26464,15881,2776,833,5077,2213,26782,ADSL
2017,1,Santa Cruz,15502,2722,1272,4733,2257,26486,15919,2776,1076,4919,2302,26993,ADSL
2017,2,Santa Cruz,15311,2722,1365,4735,2255,26388,15812,2776,1297,4827,2302,27015,ADSL
2017,3,Santa Cruz,19220,5487,1544,4552,2887,33690,15617,2776,1392,4829,2300,26915,ADSL
2017,4,Santa Cruz,18614,1668,582,4638,3950,29452,19604,5596,1574,4643,2944,34363,ADSL
